119548.jpg	bahnhof-mechernich.jpg	Umbau könnte 2019 beginnen	Conversion could begin in 2019	 
119549.jpg	foto-fettberg.jpg	Eklige Masse verstopft englischen Abwasserkanal	Necklace mass clogged English wastewater canal	 
120046.jpg	urn-newsml-dpa-com-20090101-190107-99-467627-large-4-3.jpg	Mutmaßlich misshandelter Einjähriger kam aus Gelsenkirchen	Alleged abused one year old came from Gelsenkirchen	 
119550.jpg	foto-biber-dpa.jpg	Die Biber sind wieder da – Nach 140 Jahren Abwesenheit	The beavers are back - after 140 years absence	 
119551.jpg	hummelsheim-erftgymnasium.jpg	Streit zwischen Orchester und Erftgymnasium	Dispute between orchestra and Erfgymnasium	Erfgymnasium
119552.jpg	avea1.jpg	Abfallgebühren steigen leicht – Andrang am Wertstoffhof	Waste fees rise slightly - crowd at the recycling center	 
119556.jpg	rib%C3%A9ry-080119.jpg	Für diese kulinarische Protzerei bekamen Politiker Ärger wie Ribéry	Politicians got trouble like Ribéry for this culinary prerequisite	Ribéry
119553.jpg	zentralmoschee1.jpg	Verantwortlicher für Spionageskandal als Verbands-Vize bestätigt	Responsible for espionage scandal confirmed as a Verbands vice	 
119557.jpg	frau-auf-dem-fahrrad-auf-dem-land.jpg	Wo lebt es sich besser – in der Stadt oder auf dem Land?	Where does it live better - in the city or in the countryside?	 
120287.jpg	urn-newsml-dpa-com-20090101-190108-99-476068-large-4-3.jpg	Edeka plant 75 Millionen Euro teure neue Regionalzentrale	EDEKA plans 75 million euros expensive new regional headquarters	 
119560.jpg	71-142292566--null--07-01-2019-12-01-27-440-.jpg	Rätselhafte Gebäude sind Geschichte	Puzzling buildings are history	 
119561.jpg	horst-seehofer-dpa-neu.jpg	Seehofer wehrt gegen Vorwurf der Untätigkeit	Seehofer resolves against accusation of inactivity	Seehofer
119562.jpg	chihuahua-2.jpg	Polizist nach Schuss auf spielenden Chihuahua suspendiert	Policeman suspended on shot on playing chihuahua	 
119563.jpg	baum-auf-gleisen.jpg	Baum droht wegen Sturm bei Siegburg auf Gleise zu stürzen	Tree threatens for storm at Siegburg to fall on tracks	 
119564.jpg	zugunglueck-suedafrika.jpg	600 Verletzte und Tote bei Zugunglück in Südafrika	600 injured and dead at train accident in South Africa	 
119565.jpg	-c--w--scheurer-zoo-weihnachtsbaeume5.jpg	Verspätes Festmahl für die Elefanten im Kölner Zoo	Deletes Feast for the elephants in the Cologne Zoo	 
119566.jpg	mordkommission-roesrath-061218.jpg	Mordprozess gegen 90-Jährigen Rösrather beendet	Murder process over 90-year-old Rösrather	Rösrather
119568.jpg	porsche-tiefgarage-rondorf-08012019.jpg	Kölner Polizei fahndet nach Oldtimer im Wert von 100.000 Euro	Cologne police are looking for Oldtimer worth 100,000 euros	 
120303.jpg	urn-newsml-dpa-com-20090101-190108-99-479847-large-4-3.jpg	Sony verkaufte zu Weihnachten 5	Sony sold 5.6 million ps4 consoles at Christmas	 
120309.jpg	urn-newsml-dpa-com-20090101-190107-99-467868-large-4-3.jpg	Menasses schludriger Umgang mit Fakten	Menass's slippery handling of facts	Menass
119570.jpg	wu-raststaette-remscheid.jpg	Straßenbauer wollen nicht nach Niehl	Street makers do not want Nichehl	Nichehl
119571.jpg	schwimmbad-lev-12august2018.jpg	Polizei sucht Sexualstraftäter mit Phantombild	Police seek sexual offenders with phantom picture	 
119572.jpg	wasserhahn-symbolbild-imago.jpg	Duschen im Stadtgymnasium in Porz wegen Legionellen geschlossen	Showering in city gymnasium closed in porcine for legionella	 
119574.jpg	fortuna-ruprecht-docx.jpg	Verteidiger Steven Ruprecht fällt sechs Wochen aus	Defender Steven Ruprecht falls off six weeks	Steven Ruprecht
119575.jpg	wuppertaler-bayer-werk.jpg	Pulver im Wuppertaler Bayer-Werk ausgetreten	Leave powder in the Wuppertal Bayer plant	 
119576.jpg	modestedienstag.jpg	Ein bisschen Zuversicht	A bit of confidence	 
119577.jpg	uniklinik-koeln.jpg	Kölner Uniklinik mit den meisten Geburten im Land	Cologne Uniklinik with most births in the country	 
119578.jpg	bosz-testspiel.jpg	Bosz startet mit Sieg – Bayer 04 zeigt Defensivschwächen	Bosco starts with victory - Bayer 04 shows defensive weaknesses	Bosco
119579.jpg	garvens2.jpg	Flughafen Köln/Bonn erhält zweiten Chef	Cologne / Bonn Airport receives second boss	 
119581.jpg	winter-game1.jpg	Bedroht der Regen das Eishockey-Spektakel in Müngersdorf?	Threatens the rain the ice hockey spectacle in Müngsdorf?	 
119583.jpg	b-toter-hund-essen-040119.jpg	Polizei nimmt mutmaßlichen Täter fest	Police arrest suspected perpetrators	 
120318.jpg	urn-newsml-dpa-com-20090101-190108-99-481881-large-4-3.jpg	Merkel und Macron: Neuer Freundschaftsvertrag in Aachen	Merkel and Macron: New friendship contract in Aachen	Merkel,Macron
119584.jpg	der-flughafen-london-heathrow-hat-seine-abfluege-vorsorglich-gestoppt--symbolbild-.jpg	Flughafen London-Heathrow stoppt alle Starts	London Heathrow Airport Stops all starts	 
119585.jpg	71-142449033--null--08-01-2019-19-17-11-885-.jpg	Angeklagte sollen mit modernster Technik gestohlen haben	Defendants should have stolen with state-of-the-art technology	 
119587.jpg	71-142433726--null--08-01-2019-19-07-09-851-.jpg	„Kritik hat eher zu- als abgenommen“	"Criticism has more than accepted"	 
120321.jpg	urn-newsml-dpa-com-20090101-190108-99-482556-large-4-3.jpg	Last-Minute-Sieg für den Irak - Saudi-Arabien ohne Probleme	Last minute victory for Iraq - Saudi Arabia without problems	 
119588.jpg	der-laufende-affe-des-kuenstlers-joerg-immendorf.jpg	Künstlerwitwe erhält Skulpturen aus Achenbach-Insolvenzmasse	Künstlerwitwe receives sculptures from Achenbach insolvency mass	Künstlerwitwe,Achenbach
120341.jpg	urn-newsml-dpa-com-20090101-190108-99-483006-large-4-3.jpg	Bobic zur Ribéry: „Was bist du denn für ein Vollidiot?”	Bobic to Ribéry: "What are you for a Vollidiot?"	 
119591.jpg	die-koelner-spieler-jubeln-ueber-das-1-1.jpg	1.FC Köln gewinnt gegen überharte Groninger	1.FC Cologne wins against all the Groninger	Groninger
120284.jpg	urn-newsml-dpa-com-20090101-190108-99-476605-large-4-3.jpg	NRW will zweites kostenfreies Kita-Jahr einführen	NRW wants to introduce second free KITA year	 
120342.jpg	urn-newsml-dpa-com-20090101-190108-99-483184-large-4-3.jpg	Volkswagen gründet Ökostrom-Anbieter Elli	Volkswagen founded ecostrom provider Elli	Elli
119593.jpg	das-weisse-haus-in-washington.jpg	USA stufen EU-Vertretung in Washington herab	USA levels EU representation in Washington	 
119595.jpg	urn-newsml-dpa-com-20090101-190103-99-420725-large-4-3.jpg	Durchgestartet mit Led Zeppelin: Jimmy Page wird 75	Started with LED Zeppelin: Jimmy Page is 75	Jimmy Page
119598.jpg	das-geschredderte-banksy-bild--love-is-in-the-bin-.jpg	Geschreddertes Banksy-Bild wird im Museum ausgestellt	Shredded Banksy image will be exhibited in the museum	 
119605.jpg	jimmy-page-2.jpg	Led Zeppelins Klangarchitekt wird 75	LED Zeppelin's sound architect becomes 75	 
119606.jpg	a4-zwischen-elsdorf-und-merzenich.jpg	Autobahn 4 bei Elsdorf bekommt Fledermauszaun	Highway 4 at Elsdorf gets bat fence	 
119607.jpg	kuerten-ortsmitte-aus-der-luft.jpg	Gemeinde Kürten könnte 2019 zur Stadt werden	Municipality Kilt could become the city in 2019	 
119608.jpg	kall-bibliothek-umzug-1.jpg	Bücherei zieht in das Haus der Begegnung um	Library attracts to the house of the encounter	 
119609.jpg	amazon-kauf-smartphone.jpg	Das steckt hinter dem geheimen Club von Amazon	That's behind the secret club of Amazon	 
119610.jpg	trump-afp-neu.jpg	Trump greift Demokraten wegen Mauerstreit hart an	Trump attacks Democrats hard because of walls	Trump
119611.jpg	brot-in-der-auslage-beim-baecker.jpg	Bäcker im Rhein-Sieg-Kreis klagen über Personalmangel und Bürokratie	Baker in the Rhine-win-circle complaints about personal lack of staff and bureaucracy	Baker
119612.jpg	die-neue-notdienstpraxis-an-der-uni-klinik-wird-am-15--januar-im-gebaeude-43-der-orthopaedie-und-unfallchirurgie-ihren-dienst-aufnehmen-.jpg	Kölner Ärzte klagen nach Neuordnung über großen Andrang	Cologne doctors complain to reorganization over great crowd	 
119613.jpg	sydney-harbour-dpa.jpg	Deutsche Urlauberin in Australien verschollen	German tourist in Australia lost	 
119616.jpg	prozess-waldbroel.jpg	Brutale Bluttat gibt weiter Rätsel auf	Brutal blood into puzzles continues	 
119771.jpg	urn-newsml-dpa-com-20090101-190108-99-480217-large-4-3.jpg	Noch mehr Schnee in Bayern und Österreich	More snow in Bavaria and Austria	 
119618.jpg	flughafen-koeln-bonn-dpa.jpg	Streik am Donnerstag am Flughafen Köln-Bonn	Strike on Thursday at Cologne-Bonn Airport	 
119619.jpg	morrison-merkel-dpa-neu.jpg	Australiens Premier unterläuft Photoshop-Panne	Australia's premier makes photoshop breakdown	 
119620.jpg	tablets-am-aeg.jpg	Tablets am Alber-Einstein-Gymnasium	Tablets on the Alber-Einstein-Gymnasium	 
119621.jpg	fossilien-bergisch-gladbach.jpg	Bergisch Gladbach hat kein Geld für ein neues Museum	Bergisch Gladbach has no money for a new museum	 
119622.jpg	leverkusen-sankt-antonius--alf-8941.jpg	Leverkusener Zeltlager zieht dieses Jahr nach Norddeutschland	Leverkusen tent camp attracts to Northern Germany this year	 
119624.jpg	gefaellte-pappeln-auf-heckelsberg.jpg	Rodung am Heckelsberg ist nahezu abgeschlossen	Rod at Heckelsberg is almost completed	Rod
119625.jpg	raucher.jpg	Zahl der Raucher im Kreis Euskirchen steigt	Number of smokers in the district of Euskirchen is rising	 
119627.jpg	petry-dpa-neu--1-.jpg	Frauke Petry erwartet Kind Nr. 6	Frauke Petry expects child no. 6	Frauke Petry
119629.jpg	verkehr-ost-west-achse-bause.jpg	Express-Busse der KVB rollen nicht vor 2020 über Aachener Straße	Express buses of the KVB do not roll 2020 over Aachener Straße	Aachener Straße
119632.jpg	frank-magnitz.jpg	Polizei widerspricht AfD-Version in Teilen	Police contradict AFD version in parts	 
119635.jpg	flughafen-koeln-bonn.jpg	Flughafen Köln/Bonn für eine Stunde lahmgelegt	Cologne / Bonn Airport for an hour	 
119636.jpg	herbert-geiss.jpg	Karnevalskostüme von Deiters gibt es jetzt auch bei C&A	Carnival costumes of Dead now also available at C & A	 
119637.jpg	ausgebrannter-lkw-a3-dpa.jpg	Lkw brennt aus – kilometerlanger Stau im Berufsverkehr	Truck burns out - Kilometer-length traffic jam in traffic	 
119640.jpg	feldweg-oberpleis-0901119.jpg	Wilder Müll auf Feldweg bei Oberpleis – Polizei eingeschaltet	Wild garbage on dirt road at Oberplesis - police turned on	 
119644.jpg	71-142442784--null--08-01-2019-18-30-38-431-.jpg	Talsperren füllen sich nur langsam – Aggertalsperre bei 60 Prozent	Dam locks only slow - aggeral lock at 60 percent	 
119649.jpg	oslo-winter.jpg	Frau eines der reichsten Norweger entführt	Woman kidnapped by one of the richest Norwegians	 
119652.jpg	hirschhausen2.jpg	Wie Eckart von Hirschhausen in drei Monaten 10 Kilo abnahm	How Eckart from Hirschhausen decreased 10 kilos in three months	Eckart,Hirschhausen
119657.jpg	winterberg.jpg	Winterberg – Wo der Schnee aus der Kanone kommt	Winterberg - where the snow comes from the cannon	 
119658.jpg	urn-newsml-dpa-com-20090101-190109-99-488939-large-4-3.jpg	Skifahrer gehen bei Extremwetterlage leer aus	Skiers go empty with extreme weather situation	 
119660.jpg	harf-eltern.jpg	Mit Metzgerei Harf verschwindet ein Stück heile Welt in Brühl	With butcher HARF disappears a piece of healing world in Brühl	 
119661.jpg	metzgerei-harf-50erjahre.jpg	Metzgerei Harf schließt nach 60 Jahren	Metzgeri Harf closes after 60 years	Metzgeri Harf
119663.jpg	bad-in-der-menge-181214--1-.jpg	Designiertes Kölner Dreigestirn zieht in neue Hofburg ein	Designated Kölner Three Yeads attracts a new Hofburg	 
119664.jpg	modestekommi.jpg	Der 1.FC Köln muss Lehren aus dem Fall Modeste ziehen	The 1.FC Cologne must take lessons in the case of modest	 
119680.jpg	gartenkalender-2019-januar-garten-ueberblick.jpg	Was diesen Januar im Garten zu tun ist	What to do this January in the garden	 
119668.jpg	rocker-koeln-einschussloecher-dpa.jpg	Kölner Polizeipräsident spricht von Wildwest	Cologne police president speaks of Wildwest	 
119671.jpg	urn-newsml-dpa-com-20090101-190109-99-486207-large-4-3.jpg	Keine weiteren Ankerzentren in Deutschland geplant	No further anchor centers planned in Germany	 
119672.jpg	datenklau-dpa.jpg	Ende der Ermittlungen noch nicht abzusehen	Not yet foreseeable at the end of the investigation	 
119673.jpg	laacher-see-dpa.jpg	Neue Erkenntnisse: Magma-Kammern unter Laacher See füllen sich	New insights: Magma chambers under Laacher See fill up	 
119674.jpg	leverkusen-probierwerk-aussen--1-.jpg	Die ersten Firmen arbeiten schon im Probierwerk	The first companies already work in the tasting plant	 
121676.jpg	ratgeberpaket--1-.jpg	Welche Ansprüche stehen mir im Alter alle zu?	Which claims are all admitted to me?	 
119676.jpg	arbeitslosigkeit-frankreich.jpg	Arbeitslosigkeit in der EU auf tiefstem Stand seit 2000	Unemployment in the EU at the lowest level since 2000	 
119678.jpg	urn-newsml-dpa-com-20090101-190108-99-480607-large-4-3.jpg	Videos widersprechen AfD-Schilderung über Magnitz-Angriff	Videos contradict AFD description via Magnitz attack	 
119679.jpg	voegel-fliegen-verschneites-vogelhaus-an.jpg	Vögel füttern im Winter – ist das sinnvoll?	Feed birds in winter - is that useful?	 
119682.jpg	urn-newsml-dpa-com-20090101-190109-99-490250-large-4-3.jpg	Rockermilieu: Kölner Polizeipräsident spricht von Wildwest	Rockermilieu: Cologne police president speaks of Wildwest	 
119689.jpg	harald-schmidt-dpa-neu.jpg	Harald Schmidt hält seine Kinder vom Internet fern	Harald Schmidt keeps his children away from the Internet	Harald Schmidt
119690.jpg	senioren-sitzen-in-einem-kino.jpg	Wer regelmäßig ins Kino geht	Who goes regularly into the cinema, is rare depressive	 
119692.jpg	71-142440605--null--08-01-2019-23-31-51-212-.jpg	Stadtdechant attackiert deutsche Kardinäle in Rom	City Denchant attacks German Cardinals in Rome	 
119693.jpg	dpa-polizei-symbol-3006.jpg	19-Jähriger in Sankt Augustin überfallen	19-year-old in Sankt Augustin attacked	Sankt Augustin
119695.jpg	leverkusen-orth-wolfgang-alf-9870.jpg	Wolfgang Orth nach langer Krankheit gestorben	Wolfgang Orth died after a long disease	Wolfgang Orth
119697.jpg	urn-newsml-dpa-com-20090101-190109-99-490690-large-4-3.jpg	Heiner Lauterbach rät von Seitensprüngen ab	Heiner Lauterbach advises from side jumps	Heiner Lauterbach
119698.jpg	fahrraeder-bergisch-gladbach.jpg	Fast die Hälfte aller Fahrräder von Schülern verkehrsuntüchtig	Almost half of all bikes of students traffic immersion	 
119699.jpg	urn-newsml-dpa-com-20090101-190109-99-491862-large-4-3.jpg	Aktivisten kündigen Widerstand gegen Baumhaus-Räumung an	Activists cancel resistance to tree house eviction	 
119700.jpg	lawinengefahr-bei-skitouren-dpa.jpg	Was Wintersportler über Lawinen wissen sollten	What winter sportsman should know about avalanches	 
119701.jpg	foto-fremgehen.jpg	Heiner Lauterbach bereut Seitensprünge	Heiner Lauterbach regrets side jumps	Heiner Lauterbach
119703.jpg	oebb-mitarbeiter-retten-eine-gams.jpg	Bahn-Mitarbeiter schaufeln verschüttete Gams frei	Railway employee blades spilled gams free	 
119704.jpg	matthias-ginter-gesichtsverletzung.jpg	Ginter hätte beinahe Augenlicht verloren	Ginter would have lost almost eyesight	Ginter
119705.jpg	muellgebuehren-dpa.jpg	Müll und Abwasser sind in Leverkusen am teuersten	Trash and wastewater are most expensive in Leverkusen	 
119707.jpg	dennis-schroeder.jpg	Basketball-Star Dennis Schröder von Gegenspieler angegangen	Basketball star Dennis Schröder addressed by opponent	Dennis Schröder
119712.jpg	biesendorf-clans.jpg	Nach Duisburg führt auch Essen Sonder-Staatsanwälte ein	After Duisburg also leads food special prosecutors	 
119714.jpg	katterbach-verletzt.jpg	Katterbach fällt mit Teilriss des Innenbands lange aus	Katterbach falls long with partial tear of the inner band	Katterbach
119715.jpg	71-141138366--null--09-01-2019-14-31-55-404-.jpg	Auf der Bühne das Leben üben	Practice life on stage	 
119716.jpg	online-tickets-der-kvb.jpg	Neue App von KVB und VRS – Handy-Anwendung soll stabiler sein	New app of KVB and VRS mobile application should be more stable	 
119718.jpg	urn-newsml-dpa-com-20090101-190109-99-493379-large-4-3.jpg	Karl-Josef Laumann: „Die Pflege braucht endlich eine Stimme”	Karl-Josef Laumann: "The care is finally needed a voice"	Karl-Josef Laumann
119719.jpg	urn-newsml-dpa-com-20090101-190109-99-492662-large-4-3.jpg	Möbelbranche klagt: Werbung mit Superlativen abgenutzt	Furniture industry complains: advertising with superlatives worn out	 
119720.jpg	american-crime-story-ray-mickshaw-fx-dpa.jpg	10 Serien	10 series that you should not miss in January	 
119722.jpg	mirage-2000d.jpg	Französische Mirage verschwindet von Radar	French Mirage disappears from Radar	 
119724.jpg	5f9c5200fb077ab8.jpg	Wenn ein Zoo Inventur macht – 8.981 Tiere gezählt	When a zoo inventory does - 8,981 animals counted	 
119726.jpg	kurdische-kaempfer.jpg	Kurden fassen deutschen Islamisten in Syrien	Kurds believe German Islamists in Syria	 
119728.jpg	anselm-pahnke.jpg	Wie Anselm Pahnke allein mit seinem Rad durch Afrika fuhr	Like Anselm Pahnke alone with his bike ran through Africa	Anselm Pahnke
119729.jpg	urn-newsml-dpa-com-20090101-190109-99-493998-large-4-3.jpg	Ungewissheit um Ex-Club von Modeste in China	Uncertainty about ex-club of modests in China	 
119730.jpg	frank-magnitz-afd.jpg	Sixt prüft rechtliche Schritte gegen AfD-Politiker Magnitz	Sixt examines legal steps against AFD politician Magnitz	Magnitz
119731.jpg	urn-newsml-dpa-com-20090101-190109-99-494302-large-4-3.jpg	Tafeln in NRW: keine Alternative zu ehrenamtlichen Helfern	Tables in NRW: No alternative to volunteers	 
119748.jpg	visual1.jpg	Weil alle Kinder eine Chance brauchen	Because all children need a chance	 
119749.jpg	kra-lvrmeurer004.jpg	Ehrenring für große Mitmenschlichkeit	Ehrling ring for great community	Ehrling
119752.jpg	bild-miesbach.jpg	„Bier und Leberkäs' sind noch genug da“	"Beer and Leberkäs's are still enough there"	Leberkäs
119753.jpg	oezil-erdogan-trikot.jpg	Wie Erdogan den Klub Basaksehir aus dem Boden stampfte	How Erdogan stomped the club Basakhir out of the ground	Erdogan
119755.jpg	franziska-giffey-und-hubertus-heil-stellen--starke-familien-gesetz--vor.jpg	„Starke-Familien-Gesetz“ soll Kinderarmut entgegenwirken	"Strong Family Law" should counteract child poverty	 
119756.jpg	prokop-pk.jpg	Das große Rennen beginnt	The big race starts	 
119762.jpg	kra-ballonfahrt-39-kreuzung-crop.jpg	Venloer Straße wegen Gasaustritt teilweise gesperrt	Venloer Straße partially locked for gas outlet	Venloer Straße
119763.jpg	frank-magnitz.jpg	Frank Magnitz entlässt sich selbst aus Klinik	Frank Magnitz releases himself from clinic	Frank Magnitz
119765.jpg	schwimmer.jpg	Wer wird Sportler des Jahres 2018?	Who will become athlete of the year 2018?	 
119767.jpg	gensheimer-dhb.jpg	DHB-Auswahl will schnell das Feuer entfachen	DHB selection wants to spend the fire quickly	 
119769.jpg	wolfgang-orth-leverkusen-scan-103.jpg	„Mr. Topos“ hat die Bühne verlassen – Ein Nachruf	"Mr.Topos "left the stage - a obituary	 
119770.jpg	lawinengefahr-oesterreich-schild.jpg	Deutsche Schüler werden von Schneebrett erfasst und überleben	German students are captured and survived by snowboard	 
119772.jpg	71-141501506--null--09-01-2019-17-18-40-454-.jpg	Wer wird die Sportlerin des Jahres 2018 in Oberberg?	Who will the athlete of 2018 in Oberberg?	 
119774.jpg	jacques-tilly-toleranzwagen.jpg	Toleranzwagen im Düsseldorf Rosenmontagszug – und Köln?	Tolerant car in the Dusseldorf Rose Monday train - and Cologne?	 
119776.jpg	fc-trainingslager-mallorca.jpg	FC beklagt Verletzte und harten Testspielgegner	FC complains injured and hard test gay opponents	 
119777.jpg	71-142436247--null--09-01-2019-18-06-28-753-.jpg	Bergneustadt richtet Kinderfeuerwehrtag aus	Bergneustadt sets up children's fire	Bergneustadt
119778.jpg	dschungelcamp-kandidaten.jpg	Zwölf Stars	Twelve stars that none has to know	 
119779.jpg	71-142469874--null--09-01-2019-18-15-18-924-.jpg	Polizei Euskirchen fahndet nach Elektronik-Dieb	Police Euskirchen are looking for electronics thief	 
119784.jpg	dbg-schnee-schaufeln.jpg	So erleben Wiehler Schüler ihre Skifreizeit in den Schneemassen	So Woehler students experience their ski-free time in the snowmakes	 
119788.jpg	schueler.jpg	Gemeinde Lindlar stellt Schulentwicklungsplan bis 2024 vor	Municipality Lindlar introduces school development schedule to 2024	 
119789.jpg	bild-streik.jpg	Am Flughafen Köln/Bonn fallen Mittwoch 130 Flüge aus	At the airport Cologne / Bonn, 130 flights fall on Wednesday	 
120415.jpg	urn-newsml-dpa-com-20090101-190109-99-493453-large-4-3.jpg	Gustavo Dudamel wird auf „Walk of Fame” geehrt	Gustavo Dudamel is honored at "Walk of Fame"	Gustavo Dudamel
119792.jpg	frau-isst-broetchen.jpg	Ernährungsreport vorgestellt – jeder Vierte isst täglich Fleisch	Nutritional Report introduced - every fourth is eating meat daily	 
119793.jpg	massband-um-den-bauch.jpg	Intervallfasten ist nicht effektiver als andere Diäten	Interval fast is not more effective than other diets	 
119798.jpg	chuck-schumer--nancy-pelosi-usa-demokrtaen.jpg	Treffen zwischen Trump und Demokraten endet im Eklat	Meeting between Trump and Democrats ends in the EKLAT	Trump
119810.jpg	marie-kondo--japanische-bestsellerautorin--im-hintergrund--ihre-uebersetzerin.jpg	Ordnung ist das ganze Leben	Order is the whole life	 
119811.jpg	iian-bostridge.jpg	Die pure Gewalt des Schmerzes	The pure violence of pain	 
119812.jpg	einschussloecher-spilhalle-koeln-buchheim.jpg	Rockergruppen tragen Kampf in aller Öffentlichkeit aus	Rockergroups bear fight in public	 
119813.jpg	thore-marenbach.jpg	Cube Real Estate beginnt mit Abbruch der letzten Werkhallen	Cube Real Estate starts with termination of the last workshops	 
119814.jpg	urban-gardening-koeln.jpg	Stadt ermuntert Gladbacher zum „Urban Gardening“	City Comudes Gladbacher for "Urban Gardening"	 
119815.jpg	euskirchen-internatsleiterin-0901119.jpg	LVR investiert knapp 10 Millionen Euro in vier Internatsgebäude	LVR invests just under 10 million euros in four boarding schools	 
119816.jpg	bahnhof-wittenberg.jpg	ICE rauscht am Bahnhof Wittenberg vorbei	Ice rushes past the station Wittenberg	Wittenberg
119817.jpg	spatenstich-kita-siegburg.jpg	Erster Spatenstich für das neue Abenteuerland der Siegburger Pänz	First groundbreaking ceremony for the new adventure land of the Siegburger Schänz	Siegburger Schänz
119818.jpg	hotelpool-einer-tui-anlage.jpg	Fotos verraten ihn – Brite muss TUI 21.000 Euro Strafe zahlen	Photos betray him - Brite must pay TUI 21,000 euros punishment	 
119819.jpg	ihk-praesident-dr-werner-goerg.jpg	„Köln leidet unter Klüngel-Reflex“	"Cologne suffers from Klünel-Reflex"	 
119820.jpg	kim-jong-un-in-china--1-.jpg	China sieht „seltene Chance“ für Einigung in Korea	China sees "rare chance" for agreement in Korea	 
119821.jpg	robbe-symbolbild.jpg	Neuseeland rätselt über tote Robben	New Zealand puzzles over dead seals	 
119822.jpg	aqualand-koeln.jpg	23-Jähriger soll sich in Aqualand-Sauna selbst befriedigt haben	23-year-old should have satisfied itself in Aqualand sauna itself	 
119825.jpg	71-142459493--null--09-01-2019-18-08-57-866-.jpg	In Engelskirchen stehen dieses Jahr wichtige Entscheidungen an	In Engelskirchen, important decisions are important this year	 
119827.jpg	donald-trump-jr-.jpg	Trumps Sohn hetzt gegen Migranten	Trump's son is fighting against migrants	Trump
119828.jpg	koeln-bonn-090119.jpg	131 Flüge wegen Streik gestrichen	131 flights canceled due to strike	 
119830.jpg	much-parken-0901119.jpg	Zusätzliche Parkplätze und längere Parkzeiten sollen Streit beilegen	Additional parking and longer parking hours should enclose dispute	 
119831.jpg	woodstock-legenden.jpg	Legendäres Festival wird nach 50 Jahren neu aufgelegt	Legendary festival will be reloaded after 50 years	 
119834.jpg	wu-gartenweg-burscheid--1-.jpg	Bauarbeiten verzögern sich wegen Sturmwarnungen	Construction are delayed due to storm warnings	 
119835.jpg	urn-newsml-dpa-com-20090101-190110-99-501164-large-4-3.jpg	Deutsche Industrie fordert härteren Kurs gegenüber China	German industry demands harder price compared to China	 
119836.jpg	anstreicher-dahlem-0901119.jpg	110 Jahre altes Vereinshaus Dahlem wird aufwendig renoviert	110 years old club house Dahlem is renovated elaborately	 
119838.jpg	als-ersatz-fuer-eine-gerodete-und-demnaechst-versiegelte-flaeche-laesst-die-kvb-neupflanzungen-anlegen-.jpg	Rund 4000 Bäume und Sträucher	Around 4000 trees and shrubs	 
119839.jpg	zwei-jahre-soll-es-laut-stadtverwaltung-dauern--bis-die-mitte-chorweilers-umgestaltet-sein-wird-.jpg	Wasserspiel und farbiger Asphalt	Water feature and colored asphalt	 
119840.jpg	geschmueckte-jungfernfahrt--am-25--august-fuhr-die-linie-3-erstmals-bis-zum-goerlinger-zentrum----2019-01-10-08-02-58-926.jpg	Das können andere Städte besser	That can other cities better	 
119841.jpg	die--jloeckspilze--winfried-steinbach--mitte--und-wolfgang-muellers--unterstuetzt-durch-stevie-evers--bei-ihrem-konzert-im-schlueters-.jpg	„Rhythmus-Eier“ für das Publikum	"Rhythmoys" for the audience	 
119842.jpg	britta-frechen-in-einer-der-leerstehenden-wohnungen-der-gag-in-der-loestrasse--der-schattenwurf-in-den-fenstern-lockte-zahlreiche-besucher-an-.jpg	Schatten als Projektion des Lebens	Shadow as a projection of life	 
119843.jpg	rennschalen-und-sportlenkrad-praegen-das-aktuelle-interieur-.jpg	Seit 45 Jahren Familienkutsche und Rennwagen	Family coach and racing cars for 45 years	 
119844.jpg	an-der-bachstrasse-wird-seit-beginn-der-bauarbeiten-ein-bolzplatz-vermisst-.jpg	Zu wenig Platz zum Spielen	Too little space to play	 
119845.jpg	h-a-schults-muellmaenner-machten-station-in-aegypten-.jpg	Merkwürdige Begegnungen	Strange encounters	 
119846.jpg	im-partner-look-kostuem-kam-dieses-paar-zur-proklamation-.jpg	Umzugskartons für das Dreigestirn	Moving boxes for the three star	 
119849.jpg	urn-newsml-dpa-com-20090101-190107-99-466106-large-4-3.jpg	Kleinkind misshandelt: Gefängnis für Stiefvater	Toddler mistreated: prison for stepfather	 
119850.jpg	rtw-symbolbild.jpg	26-Jährige verwechselt Fahrspur und fährt gegen Werbetafel	26-year-old confused lane and goes against billboard	 
119852.jpg	flugbereitschaft-steinmeier.jpg	Minister Müller ist empört über Flugbereitschaft	Minister Müller is outraged by flying	Müller
119856.jpg	jogging-im-winter-fil-mazzarino-711354-unsplash.jpg	Wie Sie sich jetzt motivieren	How to motivate yourself to get fit until summer	 
119859.jpg	urn-newsml-dpa-com-20090101-190110-99-503057-large-4-3.jpg	Lady Gaga entschuldigt sich für Zusammenarbeit mit R. Kelly	Lady Gaga apologizes for cooperation with R. Kelly	Lady Gaga,R. Kelly
119860.jpg	streik-flughafen-stuttgart.jpg	Zehntausende Reisende trifft der Flughafen-Streik	Tens of thousands of travelers meet the airport strike	 
119862.jpg	urn-newsml-dpa-com-20090101-190110-99-503093-large-4-3.jpg	Ringen: Olympiasiegerin Yoshida beendet Karriere	Ringen: Olympic champion Yoshida finishes career	Ringen,Yoshida
119863.jpg	urn-newsml-dpa-com-20090101-190110-99-503302-large-4-3.jpg	Klares „Nein” von Kevin Hart zur Oscar-Moderation im Februar	Clear "no" by Kevin Hart for the Oscar moderation in February	Kevin Hart
